wav_file,label,transcription
Ses01F_script02_1_M025,5,yeah . but this . .this moment on the beach is like the highlight of their little lives . all that flopping around is laying eggs or what to do spawning or mating or whatever .
Ses05M_impro08_F006,5,pretty much yeah i don t know if it s like bad phone lines or something .
Ses04M_script03_2_F050,0,marry you again ? huh .
Ses02M_impro05_F001,5,oh did you check ? did you make sure as it went around the second time that it 
Ses02M_script02_1_F004,2,but you kept saying my flashlight as if somehow it s just yours . i mean how is it supposed to make me feel ?
Ses02M_impro06_M017,2,just makes it that much harder to deal cause as much as you want to you know make her better see her not in any pain it s like just i don t know just has a mind of its own .
Ses02F_impro07_F023,1,so um so i don t know .
Ses01F_impro04_M025,5,i am riding the bus but by choice .
Ses01F_script03_2_F021,0,they sting . i don t care . do you understand ? i don t care if they bark and they roll about like hoops .
Ses03M_impro04_F026,4,what ? you can t . . .what ? now come on . stop it . don t be talking like that .
Ses03F_impro06_F021,2,it s weird i kind of feel like part of me is gone now you know ?
Ses04M_impro01_F001,5,okay um . do you have your photo id with you ?
Ses05M_impro03_F015,1,okay okay .
Ses03M_script01_2_M014,0,alright alright calm yourself okay ? calm yourself . wait wait . what do you mean me above all ?
Ses02F_impro05_F003,4,how do you lose a suitcase ? a huge suitcase ?
Ses01M_script03_2_M024,0,nonsense . they have a bag of venom behind of fangs and they snap .
Ses05F_impro03_M002,4,shut up .
Ses01M_script03_2_M026,0,i suppose you let him just kiss you or good deal more than too .
Ses04M_script03_1_F002,3,what are we to do ?
Ses04M_impro06_M002,2,a major part of your life and then they re gone . and i don t know . that s not really it s never really happened to me before .
Ses01M_impro03_M004,1,no no no no no no she just . . . she s not a citizen but she wants her visa yeah . she s going to pay me fifty thousand dollars to marry her and stay married to her for two years .
Ses02M_script03_1_M003,3,we re all right darling aren t we whatever happens ?
Ses05F_script03_2_F000,5,you knew there was nothing in that .
Ses01M_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses05F_impro02_M039,4,three weeks ?
Ses01M_script01_1_F001,4,when ?
Ses02M_impro07_F002,4,oh u .s .c . ? oh my gosh that s awesome that was your top choice right ?
Ses04M_script03_2_M052,0,no you re not .
Ses05M_impro05_M008,4,forever ?
Ses03M_impro02_M033,4,are you kidding me ? no .
Ses05M_impro02_F006,2,no we have there s got to be something you can do . you can t go .
Ses02M_script03_1_F016,3,well what happens if one of us dies does the one that s left still laugh ?
Ses02M_script03_2_F039,0,this is the end do you hear ? the end finally and forever .
Ses02M_script03_2_F036,0,stop it . stop it . i hate you .
Ses04F_impro04_F002,2,i am try it s been three years
Ses04F_impro05_F007,4,wait . what ?
Ses02F_script02_2_F017,2,and while we were dancing you said the softest most intimate things to me right into my ear so that i could feel them as much as hear them .
Ses04M_impro03_M020,1,yeah i don t know . laughter but yeah so anyway well i wanted to tell you that you know cause you re one of my good friends and you re kate s one of her best friends and 
Ses01M_impro07_M009,1,where should i move ?
Ses05M_impro02_F015,3,are you gonna be like in tanks running around ? what i mean what does that mean ?
Ses05M_script01_1b_F030,4,what the hell is this ?
Ses04F_impro04_M016,5,clearly cle clearly you re doing something wrong .
Ses03M_script02_2_M030,0,i was just like you . i thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we d have three big fat rosy kids . . .
Ses03M_impro04_F005,4,well that s what ? for what job ? who . . .what jobs are you looking for ?
Ses03M_impro05a_F006,2,i m asking you if this is direct flight from baltimore to lax or if you have to stop 
Ses03F_script01_3_M017,4,why didn t you ?
Ses05F_script03_1_M006,3,oh what shall we do if they suddenly walk in on us ?
Ses02F_impro03_M007,4,that that is the most romantic thing i have ever heard .
Ses04F_impro04_M033,5,i m trying to watch tv .
Ses03M_impro05b_M001,2,i ve been here for four hours and i don t know where one piece of my luggage is
Ses01M_script02_2_M053,1,if we are really quiet the fish might come .
Ses01M_script03_2_M023,0,you know what ? you snap you snap you snap you re like a little adder .
Ses02F_impro01_F010,2,but isn t there anything you can do . can t you make an exception this one time ? my picture is on both of those identifications . it s not like you don t know that it s me .
Ses03F_script01_3_M037,2,and to show that to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him .
Ses02M_impro08_M013,5,yeah . yeah . you get the form right now . and yeah
Ses05M_impro03_F002,1,when ?
Ses03M_impro01_F019,2,who will proceed to call security if you can t remove yourself 
Ses01M_script01_1_F034,4,what the hell is this ?
Ses04M_script03_1_M001,3,i wonder .
Ses04M_impro06_F019,2,i mean as as cliche as it is as long as people who loved him remember him then it s not a waste you know .
Ses05M_impro02_M030,1,you you record every second . you record every second because i want to see it all . okay ?
Ses05F_script02_1_F014,2,what are you so excited about ? i mean it s not it s not rocket science we are talking about its fish . its fish nobody even eats .
Ses05M_impro07_F045,1,yeah . we ll have so much fun .
Ses02F_impro05_F002,4,some problems ? what is that supposed to mean ?
Ses03F_script02_1_M018,4,what ? are you kidding me ? we just got here . we d miss it . what s the point of coming down there if we just turn around and go home ?
Ses05F_impro03_F042,1,i know . i can t believe it .
Ses02F_impro08_F018,5,oh yeah absolutely . um would you like window seats or aisles ?
Ses05M_impro02_M008,2,i ve tried everything . i ve called everyone i know . i ve tried everything . no one can do anything for me or they won t do anything for me .
Ses01M_impro07_F022,1,who do you play ? like do are you like . . . nationally ranked ?
Ses04M_script03_2_M011,0,what of it ?
Ses05M_impro08_F021,4,wow . that would be amazing . really ?
Ses05F_impro05_F017,2,does this happen often ? do they you just lose baggage and you just offer people money for it ?
Ses02M_impro07_M026,1,i m looking forward to getting there . i mean god the campus is cool you know it s like all just very confined i mean just you know it s a college campus you know it s like
Ses01F_script01_1_M032,2,i ve given it three years of thought . and i d hope that if i waited father would forget about larry and then we could just have a regular wedding and everyone would be happy .
Ses02M_script03_2_F008,2,i m bored of this conversation .
Ses04F_impro07_F012,1,and a taser . excellent . just make sure it s a big knife .
Ses04M_script03_1_F002,3,what are we to do ?
Ses02F_script03_1_F015,5,well shall we always want to bicker and fight ?
Ses05M_impro07_F008,1,that s awesome .
Ses02F_impro01_F012,2,well i can give you my social security number .
Ses05M_impro01_M017,2,that s crap you re crap . i don t buy it .
Ses04F_script02_1_M028,4,for real ?
Ses05M_script03_2_M005,2,he let him kiss you . you said you did .
Ses05F_script01_3_M006,5,how did you know ?
Ses05M_script01_1_M035,0,i have been a good son for too long . a good sucker . i m through with it .
Ses02F_script02_2_M026,2,what ? what ? you want a divorce ?
Ses03M_impro07_F003,4,no way . are you serious ? oh my god . congratulations . i m so excited .
Ses01M_script03_1_M011,1,ah . . .
Ses03M_impro01_F017,2,sir 
Ses04F_impro07_F038,1,on occasion i ve heard of it .
Ses03M_impro07_F003,4,no way . are you serious ? oh my god . congratulations . i m so excited .
Ses02M_impro08_F003,2,so is there any way to like bypass that because that is so like i ve been going around in circles
Ses05M_impro02_F017,3,but so many people have died .
Ses04M_script03_1_F001,3,nobody knows we re here except freda and she wouldn t ring up .
Ses02F_script01_1_F006,2,what was he doing out here at that hour ?
Ses03F_script01_3_M003,5,well 
Ses01F_impro04_M026,5,to save the environment carpool .
Ses03F_script01_2_M010,2,calm yourself .
Ses01M_script01_1_M012,2,i got to .
Ses02F_script03_1_F002,3,what re we gonna do ?
Ses04F_impro07_M021,5,no no . it s totally cool . i mean like this friend of mine he was he s been undecided now for like the past like eleven years of his life .
Ses01F_impro02_F004,2,there s people that have given more though you know ?
Ses01F_script02_1_M013,5,do they always run during a full moon ? i don t remember . was it full last year ?
Ses04F_impro03_F051,1, laughter that s more than i needed to know .
Ses03F_script03_1_F002,3,i mean nobody knows we re here except for freda and she wouldn t ring up .
Ses05F_script03_2_F022,5,yes i did quite a bit .
Ses01M_impro05_F035,2,you know i don t need to take this sort of abuse .
Ses05M_impro03_M015,1,it was a lot of fun it was a lot of fun . she s great . and i m so happy .
Ses02F_impro01_F001,4,my my original birth certificate ? but i don t carry that with me .
Ses01F_script03_1_M002,3,it must be them then .
Ses03F_impro05_F003,2,i had my luggage transferred here from paris to l .a . and now i m here and i need to be working and i have all my stuff in there .
Ses02F_impro06_F000,2,um johnny died yesterday .
Ses01F_impro01_F011,2,yes but my wallet was stolen i don t have anything . i don t have any credit cards i don t have my id . don t you have things on file here ?
Ses05M_impro03_M019,5,oh she s back at work . yeah .
Ses05M_impro07_M025,1,yeah yeah . i i don t i don t know . do you have any suggestions ?
Ses05M_impro02_M012,2,tell them about me and show them pictures of me and everything like that because they are not going to see me for such a long time . and it s such an important time and i just don t want to miss it .
Ses04F_impro08_M023,0,cindy look . if you don t get your ass a piece of paper that has a check
Ses02F_script03_1_F020,1,elliott worms don t pop .
Ses01F_script01_1_M034,5,i ll get out . i ll get married and i ll move somewhere else maybe new york .
Ses02M_script01_1_F041,2,yea i can see that .
Ses04M_impro06_M000,2,thanks .
Ses04M_impro07_F000,4,what no way .
Ses02M_impro06_F017,2,yes .
Ses02M_script03_1_M006,3,what do we do if they suddenly walk in on us ?
Ses04M_script01_3_F022,2,how many ?
Ses03M_impro08b_M016,5,go in there yeah go in there . tell them brent backersen sent you .
Ses04F_impro07_F016,1,they have u .s .c . has everything because u .s .c . is the best school ever .
Ses03M_script01_1_M014,2,larry s been gone for three years . for god sakes no one comes back after three years . it s insane .
Ses05M_impro02_F017,3,but so many people have died .
Ses01M_script03_1_M003,3,we re okay right darling ? whatever happens we re okay ?
Ses04M_script03_1_F001,3,nobody knows we re here except freda and she wouldn t ring up .
Ses05F_impro07_M006,1,uh ! stay over here . like travel to school . because you are so close to me
Ses01M_script03_1_F002,3,what we re going to do ?
Ses03F_script02_2_F025,2,hope for some things .
Ses04F_impro05_F008,0,no . no . i heard i heard what you said .
Ses01M_impro04_F018,5,we re trying to have a conversation and you seem extremely hostile . you keep cutting me off .
Ses05M_impro07_F016,5,oh yeah .
Ses02M_impro06_F005,2,yeah .
Ses01M_script03_1_M000,3,good god .
Ses04M_script03_2_F043,5,we swapped . listen .
Ses01F_script02_2_M002,5,about what i was saying .
Ses01F_script02_2_M037,2,maybe if you were with someone else too .
Ses01M_impro05_M021,0,do you know what was in that little bag that i could have just easily put in overhead compartment but no i had to check ?
Ses02M_script02_1_M025,1,yea but that moment on the beach is the highlight of their little lives . i mean all that flopping is laying eggs or what do you mating or spotting or something like that .
Ses01M_impro03_M012,1,i know . what do you think i should 
Ses01F_script03_1_M003,3, breathing 
Ses02F_script03_2_M021,2,snap snap snap like a little adder .
Ses03M_impro03_F024,1,you marry me . i man i jane you tarzan .
Ses04M_script01_1_F008,4,what ?
Ses03M_script01_2_F017,2,look it was just last week that detroit some boy came back he had been away longer than larry you can read it for yourself . you above all people have got to believe .
Ses01F_impro03_M023,1, laughter cat babies .
Ses04F_impro03_M031,5,yeah ?
Ses02M_script01_2_M004,5,how do you know he s even thinking of it ?
Ses05F_impro03_M064,1,because i am not getting married .
Ses03M_impro02_F004,4,where ? who ? what are you talking about ?
Ses05F_impro01_F022,2,are you being straight with me ?
Ses05M_impro02_F002,3,what ? no you can t !
Ses02M_impro04_F009,2,i m sorry .
Ses05M_impro05_M008,4,forever ?
Ses02M_impro04_M020,2,i mean i don t know i don t see i don t see any other way any other way around it right now .
Ses03F_script02_1_M023,5,why not ?
Ses04F_impro05_M003,2,ma am first of all i d like you to calm down . second of all 
Ses05M_script02_2_M023,2,a poodle a backrub a spa a suicide pack ? what carla what the hell do you want ?
Ses01F_script03_1_M002,3,it must be them then .
Ses02F_impro05_F005,4,fifty dollars ? for my suitcase ? i mean the suitcase itself was like a hundred and fifty dollar just for the suitcase but all the things inside all my clothes all my personal belongings the sentimental value not to mention which is more more than all of that together .
Ses02M_impro05_M027,2,because this is ridiculous ?
Ses03M_script03_2_F032,0,shut up .
Ses01M_impro04_M013,2,i come across angry ?
Ses05M_impro01_M020,2,that s just dumb .
Ses01F_script01_1_M029,2,i can t help it i know her best . i was brought up next door to her you know ? these years when i think of someone for my wife i think of annie .
Ses05F_script01_3_F006,2,well sort of embarrassed soon as i came .
Ses05F_impro03_M002,4,shut up .
Ses01F_script03_1_F002,3,it had to happen sooner or later . what are we going to do ?
Ses05M_impro05_M012,2,well no one even told me about that . like why would i think to buy insurance ? i was it s like a three hour flight .
Ses01F_script03_1_M000,3,good god .
Ses04M_script03_2_F045,0,stop .
Ses02M_script01_2_M017,0,look at you look at you shaking .
Ses03F_script02_2_F016,2,do you remember the last time we came here ?
Ses01F_impro03_F002,1,yeah . in the old town part .
Ses05F_impro02_F001,2,um .
Ses01M_script03_1_F002,3,what we re going to do ?
Ses02M_impro02_F002,2,i don t want to be a single mom .
Ses03M_script01_3_F017,1,i was waiting for you chris i mean till then you never wrote and then when you did what did you say ?
Ses03F_impro07_M018,4,oh my god . that s i heard it s top five in the grauman scale or something .
Ses05F_impro08_F027,5,ahh one eight hundred three two three
Ses01F_impro04_M028,5,mmhmm .
Ses03M_impro02_F031,2,it s over .
Ses02M_impro07_F024,1,i will do the best i can .
Ses04M_script01_1_F007,2,he s getting just like after he died . what s the meaning in that ?
Ses04M_impro01_M010,2,look it s been it s been two hours . can you please just make this easier on me and just go and get the form ? it s not it s really not
Ses05F_impro03_F003,1,yeah .
Ses02M_script03_1_M002,3,must be them then .
Ses01F_script03_2_M027,0,that s very interesting amanda . how about a child of four ? or a child of six ? or a child of nine ? we can get a good little conversation going on about this you know intemperate tots .
Ses02M_script01_1_F030,2,do you know what s going to happen to your father because i don t see ?
Ses03M_impro08b_F014,2,brent backersen i am writing this down brent backersen . alright .
Ses01F_impro03_M001,5,yeah . i heard .
Ses01M_script03_1_M001,3,i wonder .
Ses04M_script03_1_M001,3,i wonder .
Ses04F_script03_2_F023,0,yes i did quite a lot .
Ses04F_script03_1_M028,5,the one where you bought that little painted wooden snake and put it on my bed .
Ses01F_script02_1_M011,5,of course our flashlight . what s yours is mine . me flashlight es su flashlight .
Ses05M_script01_1b_F001,4,what do you mean ? i was the first one up he was still in bed .
Ses04F_impro03_M002,4,are you serious ? you re getting married .
Ses05F_impro02_F006,3,iraq .
Ses03M_impro08b_M021,5,yes . you just tell them brent backersen sent you .
Ses03F_script01_3_M018,1,you felt something that far back ?
Ses04M_script03_2_M007,2,you went out of your way to torture me over peter burden .
Ses03M_impro02_M021,2,i put in fifteen years in this job .
Ses03M_impro05a_F021,5,please please
Ses05F_impro02_F006,3,iraq .
Ses04M_script02_2_F036,1,yeah i noticed that . looks pretty on the water doesn t it ? big ol white moon . i m sorry augie .
Ses04F_impro03_M002,4,are you serious ? you re getting married .
Ses01M_script03_1_M001,3,i wonder .
Ses05M_script02_2_F015,2,dancing barefoot in the sand drinking champagne out of the bottle .
Ses01M_script01_3_M031,2,they didn t die they killed themselves for each other and i mean that exactly you know a little more selfish and they ll all be here today . . .
Ses05F_script03_2_F011,5,well it seems silly to go on and on in such a thing .
Ses01M_script03_2_F037,0,stop it . no . go away .
Ses02F_script03_1_F002,3,what re we gonna do ?
Ses03F_impro02_F020,2,babe i m sorry . but i don t want to do .
Ses05M_impro08_F026,1,wow . you know i was thinking about changing internet providers but but that that really is enough to change my mind .
Ses01M_impro05_F026,5,people wouldn t fly our airline .
Ses05M_script03_1_F000,3,do you think it s them ?
Ses02M_script03_2_M022,2,oh nonsense they have a little bag of venom behind their fangs and they snap .
Ses02M_script03_1_M002,3,must be them then .
Ses05M_impro03_F001,4,what ? you did ?
Ses01F_impro03_M003,1,who did you marry ?
Ses01F_impro07_F010,1,umm . . .p .h .d . laughter 
Ses02M_script03_2_M012,5,you can hardly call three liquor glasses in a whole evening going on and on and on .
Ses04M_impro03_F009,1,oh my god where have you guys talked about where you re going to get married or 
Ses05F_impro03_F011,1,sorry .
Ses05F_impro04_M014,2,i don t know what to tell you babe . maybe maybe you re right . maybe you do have to go someplace else . i don t know maybe it s just not meant to be here . i mean i want you to i don t want you to give up but i mean i don t want you to move away but at the same time i don t like seeing you like this .
Ses03F_impro02_M024,2,it doesn t look very good .
Ses01F_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses01F_script02_1_F015,5,not particularly .
Ses01F_impro02_M014,2,i can t raise a baby by myself . how ?
Ses03M_impro01_M023,0,no . i m not going anywhere . i m staying here i am filling out right now okay just calm down . i m filling out right now just take the god damn piece of paper .
Ses01F_impro06_F007,2,so i was like wandering around before . it takes forever to find her headstone i always lose it . you know .
Ses02M_script02_2_F027,2,no .
Ses03F_script02_2_F022,2,i told myself finally this is how happy i m supposed to be .
Ses01M_script02_1_F020,2,i m not .
Ses05F_script03_1_M000,1,good god .
Ses02M_script02_1_F008,2,there is no point in coming down here .
Ses01F_script02_1_M014,5,huh . are you cold ? do you want my jacket ? no ? you know we should have brought the blanket ? our blanket .
Ses01F_impro05_F015,0,do you have any idea fifty dollars ? that s supposed to replace everything that i have ? do you understand how much i have packed in there ? not only does it have sentimental value it can t be replaced like that . it was incredibly expensive .
Ses03F_script02_2_M005,5,carla can i ask you something ? don t take this wrong but are you having your period ?
Ses05M_script01_3_F000,5,you re the only one i know who loves his parents .
Ses05M_script03_1_F000,3,do you think it s them ?
Ses02M_script03_1_M002,3,must be them then .
Ses01M_script03_2_F003,4,presents ? it was a trivial little broach .
Ses01F_script01_1_F039,2,you mean to tell me that you would leave the business over this ?
Ses04M_impro07_F011,1,oh you did not just say that .
Ses04F_script01_3_M023,2,no nothing like that .
Ses02F_script02_2_F045,1,or not .
Ses04F_impro08_M002,2,um and everything was pretty much uh uh just not done right . all the orders were messed up .
Ses05F_script01_1_M024,2,i don t know why it is . but every time i reach out for something i want i have to pull back because other people will suffer . my whole bloody life time after time after time .
Ses03F_script03_1_M004,5,we re all right aren t we darling ? whatever happens .
Ses02M_impro05_M004,4,for some reason so you think it won t show up ?
Ses01M_impro01_M023,2,if it makes you stop acting like a child .
Ses04M_impro03_F019,1,it s fantastic . i congratulations . it s amazing .
Ses01M_impro01_M016,2,okay . breathing 
Ses02M_script03_1_F016,3,well what happens if one of us dies does the one that s left still laugh ?
Ses04F_impro07_F010,1,do you want to buy me some mace for my you know going away present ?
Ses01M_impro04_M018,0,okay . okay no no no no okay no i need to hear this more . come on bring it .
Ses04M_script03_2_M031,0,they snap .
Ses01M_script03_1_M003,3,we re okay right darling ? whatever happens we re okay ?
Ses05M_script02_2_F016,2,i would rather not remember some things . i d rather not hope for something .
Ses05M_script02_1_M020,1,and all that about flopping around it s like laying eggs or what do you spawning or mating or something like that .
Ses03M_script01_1_F001,4,what do you mean . he couldn t have seen it . i was the first one up he was still in bed .
Ses05M_script02_1_M003,1,the flashlight . the silver one . there s only one isn t there ? stupid .
Ses02M_script02_2_F009,2,twice is every time we ve tried that s ever .
Ses02M_script03_1_F016,3,well what happens if one of us dies does the one that s left still laugh ?
Ses04F_impro05_M020,2,ma am .
Ses04M_impro02_F007,2,can t you ask them ? can t you go back and ask them if you could i don t know if you could change assignments or something and you could stay here ?
Ses01M_script03_1_M001,3,i wonder .
Ses02F_script03_1_F002,3,what re we gonna do ?
Ses05M_impro06_M011,2,and now i don t have that person anymore you know . and it s it s just you .
Ses04F_impro01_M021,0,like i said before right now .
Ses03F_script01_1_M018,5,i want to ask her to marry me .
Ses01M_impro05_M022,0,my computer which has all of my data which i m collecting right now .
Ses01M_script01_1_F019,2,well that s only your business chris .
Ses03M_impro04_F001,5,well have you been trying to get a job look for a job or . . . ?
Ses01F_script03_2_M029,0,look you better turn that off . i don t want to wake up the people upstairs .
Ses01M_script02_1_M014,1,you know what we should ve brought a blanket too . man our blanket our blanket . wish i had six pack too a six pack would be just the ticket right about now huh six pack .
Ses04M_impro03_M017,1,yeah . but i m really excited . so and everybody s going to come out and it ll be a great time . and 
Ses04F_impro01_M003,2,ma am i cannot help you . you need to fill out a new form and you need to get in the back of the line .
Ses02F_impro03_M022,1,oh i approve . i laughter i more than approve .
Ses01M_script03_1_M013,1,things that just ought to matter dreadfully you know they just don t matter at all when one is happy do they ?
Ses05F_impro02_M036,2,all the time every day every day . they have e mail over there and stuff like that right ? i can send you pictures .
Ses04F_impro08_F010,2,i understand sir . i will explain to them what the situa 
Ses05M_script03_2_M027,0,i am not the slightest bit drunk .
Ses05F_script01_3_M026,2,just about all .
Ses01M_script03_1_M010,1,with perfect poise . . .
Ses04M_impro07_F000,4,what no way .
Ses04F_script02_1_F002,2,it s not yours .
Ses04M_script02_1_F004,0,you kept saying my flashlight as if it s somehow just yours . how is that supposed to make me feel ?
Ses05F_impro05_M000,5,okay what flight were you on ?
Ses05M_script02_2_M033,4,really ?
Ses05M_impro07_M013,1,what are you wait what are you doing ?
Ses02M_impro06_M007,2,out to out to dinner you know and do the troops to california i mean .
Ses05M_script03_1_M007,1,with the worst with the most perfect poise ?
Ses04M_impro08_M013,5,which you which you ll have to go into a local verizon dealer or sprint .
Ses01M_script03_1_M037,1,but you know it wasn t as bad as the one we had in cannes . . .mmhmm . . .where your curling irons burnt a hole in my dressing gown .
Ses05M_script01_1_M036,0,yes . on this i would .
Ses01M_script01_3_M019,1,i kissed you .
Ses01F_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses03M_script01_1_M023,2,she s not larry s girl .
Ses04M_impro01_M007,2,but you re it s the same i mean you can like i can t go behind your desk 
Ses05M_impro08_M011,5,yeah well absolutely . what we can let s just go ahead and just do a basic diagnostic of your system first off okay . can you go down to your start button ?
Ses03F_impro01_F003,2,no no no no no no . the lady over there she told me to fill out the front and she said to wait in this line .
Ses01M_script02_1_F002,4,what flashlight ?
Ses02F_impro03_M007,4,that that is the most romantic thing i have ever heard .
Ses01F_script01_2_M013,2,calm yourself .
Ses05M_impro02_F019,3,i mean i i know that you re a good soldier but not everybody else is . and what if
Ses01F_script02_1_F024,5,that s the wind .
Ses02M_script03_1_M003,3,we re all right darling aren t we whatever happens ?
Ses01F_script02_2_F017,5,do you remember the first year we came here ? it was like four years after we got married .
Ses03F_script03_1_F003,3,what are we to do ?
Ses02F_impro06_M015,5,but it s okay because now you know you ll just go on with your life and 
Ses03F_script02_1_M018,4,what ? are you kidding me ? we just got here . we d miss it . what s the point of coming down there if we just turn around and go home ?
Ses03M_impro05b_M028,2,two days i ll be in san diego and how s it going to get to me in san diego ? you going to make sure it gets to the san diego airport ?
Ses03F_impro02_F024,2,but she has you . i mean that s what you re there for . you re my right hand man .
Ses03F_script02_1_M018,4,what ? are you kidding me ? we just got here . we d miss it . what s the point of coming down there if we just turn around and go home ?
Ses04M_impro03_M005,1,well i didn t want it to be like cheesy you know .
Ses05M_impro07_M023,1,yeah .
Ses04F_script03_1_M001,3,i wonder .
Ses04F_impro07_M071,5,yeah you don t want to do the sorority thing because you ll probably get used and abused by
Ses03M_impro08b_F002,2,i ve already been through this five times with these people . i ve been calling every single day .
Ses01M_impro03_F025,1,you re a lucky lucky lucky man .
Ses04F_script03_2_F008,2,oh dear . i m bored with this conversation .
Ses01M_impro06_F009,5,well i m confused . he was sick or it was an accident ?
Ses02M_impro08_F008,5,uh i don t know where it came from and it s actually quite large and i don t have the money for it so
Ses01F_script01_1_F042,0,just don t think like that .
Ses03M_impro05a_M006,0,you don t know where we re at ?
Ses03F_impro02_M020,2,i can t be that strong . a whole year .
Ses03F_impro03_M009,4,oh 
Ses04M_impro08_F025,4,really ?
Ses01F_script03_2_M018,5,well as a matter of fact yes that s perfectly true .
Ses03M_impro05b_F014,5,sir i understand that but just 
Ses02F_impro05_F004,5,how much ?
Ses03M_impro02_M033,4,are you kidding me ? no .
Ses04M_impro04_M018,2,that s cause you always tell me to do the wrong thing . and i thought this time it was i was gonna be right by going with the opposite thing . so it s your fault because
Ses04F_script02_2_F038,2,i didn t say that .
Ses03F_impro06_F014,2,kind of a whole year . i mean he suffered with this this monster this thing this disease .
Ses04M_impro08_F021,4,so you re just going to take care of this for me ?
Ses03F_script03_1_F002,3,i mean nobody knows we re here except for freda and she wouldn t ring up .
Ses01M_impro07_F034,1,just watch in five years you ll be like on the force . you carry around donuts in your back pocket . . . laughter 
Ses05F_impro08_M000,2,oh thank god . do you know how long i ve been on the phone for half an hour trying to talk to a freaking human being .
Ses02M_impro05_F003,5,actually i m looking here at the information the flight that you were on we had some trouble with some of the baggage it looks like a few peoples bags didn t make it through . um so 
Ses04F_impro01_F021,0,i don t need to be . i need to go and do other things with my time . okay .
Ses05F_impro04_M037,5,everyone wants to be a working actor but they all work at something else .
Ses03M_impro08a_F003,2,this is my business . this is how i make money is through my phone . it needs to be working . can you please help me ?
Ses05F_script02_1_M025,4,for real ?
Ses05F_script01_1_M029,2,because it is .
Ses04F_script01_1_F009,4,what ?
Ses05F_impro07_F026,1,oh yeah .
Ses05F_script03_2_M040,0,amanda listen listen 
Ses04F_impro05_F017,0,i ve had enough . i want to talk to no no unacceptable i want to your supervisor . i am done with this .
Ses05M_impro08_F025,1,yeah accountability . it s awesome .
Ses05F_script02_1_M032,1,it s just some little instinctual time release firecracker that went off inside them and all this one they turn around and form a line as long as the california coast and just started swimming .
Ses04F_script02_1_M021,1,think about the people in kansas . they d have to get plane tickets and hotel reservations to come see this . we re just forty minutes away . it s too good to pass up .
Ses03M_impro03_F028,4,what ?
Ses05F_impro07_F016,1,so should we get a place near campus ? or 
Ses01M_script03_2_M034,0,this is no time a year for tunis .
Ses03M_script01_1_M042,2,now annie is in the middle of all that . where do i find it ?
Ses02F_impro08_F023,5,absolutely . that actually goes in on the same package with our hotel . you just give me your address . we ll come and pick up a time that allows you to get to your flight with plenty of time to spare .
Ses05M_impro07_M017,1, garbage i m going to live on campus . i mean well around campus anyway . yeah housing around campus .
Ses04M_impro01_M018,0,it s not rocket science .
Ses02F_impro06_F009,2,nobody s ever gonna forget him .
Ses05M_impro07_F012,1,i know . i know . i m i m definitely i realize laughter .
Ses03M_impro07_M011,1,this will be like high school but even better .
Ses01F_script01_3_M010,1,am i embarrassing you ? are you see i didn t want to do it here with this yard on this porch . i wanted it to be somewhere new some place fresh for both of us .
Ses05F_impro07_M011,1,but i d love to go all the us all the u .s .c . parties and do all that crazy stuff with you .
Ses04F_script02_2_F002,0,it s pr . somebody sold you a bill of goods that this wonderful event is going to take place on the beach .
Ses03F_impro07_F009,1,yeah i know my mom called me . i was with my girlfriend in boston and uh she got the letter and she called me she said i don t know do you want me to open it ? and i was like yes open it . and she opened it and she goes oh i m sorry nat .
Ses02F_script03_1_F001,3,well nobody know we re here except freda and she wouldn t ring up .
Ses05F_impro07_F017,1,okay .
Ses01F_script01_3_M003,5,well .
Ses02F_script02_1_F015,2,ah augie .
Ses04M_script03_2_M012,0,what about me ?
Ses05M_impro07_M022,1,exactly . you make it what you make it . you know ? right ? and i m gonna make it so freaking awesome .
Ses03M_script02_2_F028,2,no .
Ses05M_script03_2_M016,2,nothing . are you going out somewhere darling ?
Ses04F_impro03_M034,5,fried chicken mashed potatoes .
Ses03F_script01_2_M015,0,why me above all ?
Ses05M_script02_2_F037,1,no . i m beginning to think you might be right . i think this might be the spot after all . augie i m sorry .
Ses04F_script01_3_F010,1,chris i ve been ready a long long time .
Ses02F_impro05_F002,4,some problems ? what is that supposed to mean ?
Ses04M_impro07_M030,5,maybe some golf matches .
Ses04M_impro02_F018,2,then can t you please try something ? if you go and ask them and they say no then i would understand but you re not even willing to ask .
Ses04F_impro01_F003,2,okay . i did 
Ses02F_script01_1_F025,5,you re a considerate fellow . there s nothing wrong with that .
Ses01F_script03_1_M002,3,it must be them then .
Ses02M_impro02_F012,2,will you write me letters paper ones ?
Ses01F_script03_1_M003,3, breathing 
Ses04M_impro02_F019,2,can t you just make an effort ? can t you just try ?
Ses03F_impro03_F011,1,he asked me to marry him like onstage . i was like i couldn t believe and i had to walk up there and i was like i think i tripped or something .
Ses02F_script03_1_F001,3,well nobody know we re here except freda and she wouldn t ring up .
Ses05F_impro05_F042,0,it s not like i can go to kmart and buy another .
Ses05F_impro08_M024,4,really ?
